input,target
action: exit direction: straight distance: 5 steps landmark: Lush,Exit the elevator and walk 5 steps. Lush is straight ahead.
action: exit direction: straight distance: 3 steps landmark: Vans,Exit the elevator and walk 3 steps. You have arrived at Vans.
action: exit direction: straight distance: 7 steps landmark: Pandora,Exit the elevator and walk 7 steps. Pandora is directly ahead of you.
action: exit direction: straight distance: 4 steps landmark: GameStop,Exit the elevator and walk 4 steps. GameStop is directly in front of you.
action: exit direction: straight distance: 6 steps landmark: Foot Locker,Exit the elevator and walk 6 steps to reach Foot Locker.
action: exit direction: straight distance: 5 steps landmark: Lululemon,Exit the elevator and walk 5 steps. Lululemon is straight ahead.
action: exit direction: straight distance: 8 steps landmark: Old Navy,Exit the elevator and walk 8 steps. You have reached Old Navy.
action: exit direction: straight distance: 4 steps landmark: Bath & Body Works,Exit the elevator and walk 4 steps. Bath & Body Works is directly ahead.
action: exit direction: straight distance: 6 steps landmark: Fossil,Exit the elevator and walk 6 steps. Fossil is directly in front of you.
action: exit direction: straight distance: 5 steps landmark: Sunglass Hut,Exit the elevator and walk 5 steps to reach Sunglass Hut.
action: exit direction: straight distance: 3 steps landmark: Victoria's Secret,Exit the elevator and walk 3 steps. Victoria's Secret is straight ahead.
action: exit direction: straight distance: 7 steps landmark: Claire's,Exit the elevator and walk 7 steps. You are at Claire's.
action: exit direction: straight distance: 4 steps landmark: Skechers,Exit the elevator and walk 4 steps. Skechers is directly in front of you.
action: exit direction: straight distance: 6 steps landmark: The North Face,Exit the elevator and walk 6 steps to reach The North Face.
action: exit direction: straight distance: 5 steps landmark: Swarovski,Exit the elevator and walk 5 steps. Swarovski is directly ahead.
action: exit direction: straight distance: 8 steps landmark: MAC Cosmetics,Exit the elevator and walk 8 steps. You have reached MAC Cosmetics.
action: exit direction: straight distance: 4 steps landmark: Kiehl's,Exit the elevator and walk 4 steps. Kiehl's is straight ahead.
action: exit direction: straight distance: 6 steps landmark: Disney Store,Exit the elevator and walk 6 steps. The Disney Store is directly in front of you.
action: exit direction: straight distance: 5 steps landmark: Build-A-Bear,Exit the elevator and walk 5 steps to arrive at Build-A-Bear.
action: exit direction: straight distance: 7 steps landmark: Hollister,Exit the elevator and walk 7 steps. Hollister is directly ahead.
action: exit direction: straight distance: 3 steps landmark: Zumiez,Exit the elevator and walk 3 steps. You have reached Zumiez.
action: exit direction: straight distance: 5 steps landmark: Hot Topic,Exit the elevator and walk 5 steps. Hot Topic is directly in front of you.
action: exit direction: straight distance: 6 steps landmark: Spencer's,Exit the elevator and walk 6 steps to reach Spencer's.
action: exit direction: straight distance: 4 steps landmark: Kay Jewelers,Exit the elevator and walk 4 steps. Kay Jewelers is straight ahead.
action: exit direction: straight distance: 8 steps landmark: Zales,Exit the elevator and walk 8 steps. You are at Zales.
action: exit direction: straight distance: 5 steps landmark: GNC,Exit the elevator and walk 5 steps. GNC is directly ahead.
action: exit direction: straight distance: 6 steps landmark: Vitamin Shoppe,Exit the elevator and walk 6 steps to reach the Vitamin Shoppe.
action: exit direction: straight distance: 3 steps landmark: Hallmark,Exit the elevator and walk 3 steps. Hallmark is directly in front of you.
action: exit direction: straight distance: 7 steps landmark: Papyrus,Exit the elevator and walk 7 steps. You have reached Papyrus.
action: exit direction: straight distance: 4 steps landmark: T-Mobile,Exit the elevator and walk 4 steps. T-Mobile is straight ahead.
action: exit direction: straight distance: 6 steps landmark: AT&T,Exit the elevator and walk 6 steps. AT&T is directly in front of you.
action: exit direction: straight distance: 5 steps landmark: Verizon,Exit the elevator and walk 5 steps to reach Verizon.
action: exit direction: straight distance: 8 steps landmark: Microsoft Store,Exit the elevator and walk 8 steps. The Microsoft Store is directly ahead.
action: exit direction: straight distance: 4 steps landmark: Bose,Exit the elevator and walk 4 steps. Bose is straight ahead.
action: exit direction: straight distance: 6 steps landmark: Sony,Exit the elevator and walk 6 steps. You have arrived at Sony.
action: exit direction: straight distance: 5 steps landmark: Dyson,Exit the elevator and walk 5 steps. Dyson is directly in front of you.
action: exit direction: straight distance: 7 steps landmark: Tesla Gallery,Exit the elevator and walk 7 steps. The Tesla Gallery is straight ahead.
action: exit direction: straight distance: 3 steps landmark: Barnes & Noble,Exit the elevator and walk 3 steps. Barnes & Noble is directly ahead.
action: exit direction: straight distance: 10 steps landmark: Cinema,Exit the elevator and walk 10 steps. You have reached the Cinema.
action: exit direction: straight distance: 5 steps landmark: Pottery Barn,Exit the elevator and walk 5 steps. Pottery Barn is directly in front of you.
action: exit direction: straight distance: 5 steps landmark: elevator,Exit the elevator and walk straight for 5 steps.
action: continue distance: 50 steps,Continue straight for 50 steps.
action: continue distance: 65 steps,Walk straight for another 65 steps.
action: continue distance: 80 steps,Continue walking straight for 80 steps.
action: continue distance: 100 steps,Keep walking straight for 100 steps.
action: continue distance: 120 steps,Continue straight down the corridor for 120 steps.
action: continue distance: 150 steps,Walk straight for 150 steps.
action: continue distance: 45 steps,Continue straight for 45 steps.
action: continue distance: 70 steps,Keep going straight for 70 steps.
action: continue distance: 90 steps,Continue straight for 90 steps.
action: stop landmark: food court,Stop here. You have reached the food court.
action: stop landmark: washroom,Stop. You have arrived at the washroom.
action: stop landmark: Zara,Stop here. You have reached Zara.
action: stop landmark: Apple Store,Stop. You are at the Apple Store.
action: stop landmark: pharmacy,Stop here. You have reached the pharmacy.
action: exit direction: left distance: 10 steps landmark: elevator,"Exit the elevator, turn left, and walk for 10 steps."
action: exit direction: right distance: 10 steps landmark: elevator,"Exit the elevator, turn right, and walk for 10 steps."
action: exit direction: straight distance: 8 steps landmark: elevator,Exit the elevator and walk straight for 8 steps.
action: continue distance: 110 steps,Continue straight for 110 steps.
action: continue distance: 40 steps,Walk straight for 40 steps.
action: continue distance: 55 steps,Continue straight for 55 steps.
action: continue distance: 75 steps,Keep walking straight for 75 steps.
action: continue distance: 130 steps,Continue straight for 130 steps.
action: stop landmark: Sephora,Stop here. You have reached Sephora.
action: stop landmark: Nike,Stop. You have arrived at Nike.
action: stop landmark: H&M,Stop here. You have reached H&M.
action: stop landmark: Uniqlo,Stop. You are at Uniqlo.
action: stop landmark: bookstore,Stop here. You have reached the bookstore.
action: exit direction: straight distance: 12 steps landmark: elevator,Exit the elevator and walk straight for 12 steps.
action: continue distance: 95 steps,Continue straight for 95 steps.
action: continue distance: 85 steps,Walk straight for 85 steps.
action: continue distance: 60 steps,Continue straight for 60 steps.
action: continue distance: 200 steps,"Continue straight for a long distance, about 200 steps."
